hanzi,pinyin,english,hsk_level,category,frequency_rank
壶,hú,pot (of tea),5,Noun,5572
能源,néngyuán,energy source,5,Noun,5580
随身,suíshēn,to (carry) on one's person,5,Verb,5592
克服,kèfú,to overcome,5,Verb,5601
难免,nánmiǎn,"difficult to avoid, will inevitably",5,Adverb,5610
不得了,bùdéliǎo,"serious, exceedingly",5,Adjective,5616
误会,wùhuì,misunderstanding,4,Noun,5629
误会,wùhuì,to misunderstand,4,Verb,5629
糟糕,zāogāo,terrible (of s situation),5,Adjective,5652
夸,kuā,to praise,5,Verb,5653
入口,rùkǒu,entrance,4,Noun,5672
吵架,chǎojià,to argue,5,Verb,5676
了不起,liǎobuqǐ,amazing,5,Adjective,5688
流传,liúchuán,to spread,5,Verb,5710
形状,xíngzhuàng,shape,5,Noun,5720
乖,guāi,"(of a child) good, well-behaved",5,Adjective,5721
养成,yǎngchéng,to cultivate,4,Verb,5730
电台,diàntái,broadcasting station,5,Noun,5740
热心,rèxīn,"enthusiasm, zeal",5,Adjective,5746
桃,táo,peach,5,Noun,5755
大方,dàfang,"generous, giving",5,Adjective,5769
操场,cāochǎng,playground,5,Noun,5774
性别,xìngbié,gender,4,Noun,5783
冒险,màoxiǎn,adventure,5,Noun,5784
冒险,màoxiǎn,to take a risk,5,Verb,5784
熟练,shúliàn,"proficient in, well-versed in",5,Adjective,5796
巧克力,qiǎokèlì,chocolate,4,Noun,5800
拥挤,yōngjǐ,"crowded, congested",5,Adjective,5814
罚款,fákuǎn,a (monetary) fine,5,Noun,5827
罚款,fákuǎn,to fine,5,Verb,5827
来得及,láidejí,can make it in time,4,Verb,5833
尾巴,wěiba,tail,5,Noun,5841
手表,shǒubiǎo,wristwatch,2,Noun,5847
咸,xián,salty,4,Adjective,5854
抱歉,bàoqiàn,to be sorry; to feel apologetic; sorry,4,Verb,5864
赞成,zànchéng,to approve,5,Verb,5872
在乎,zàihu,"to care (about), to mind",5,Verb,5886
馒头,mántou,steamed roll,5,Noun,5889
排列,páiliè,to arrange in order,4,Verb,5897
狮子,shīzi,lion,5,Noun,5901
包裹,bāoguǒ,package,5,Noun,5909
光盘,guāngpán,compact disc,5,Noun,5914
糊涂,hútu,"confused, muddled",5,Adjective,5921
可靠,kěkào,reliable,5,Adjective,5924
名片,míngpiàn,business card,5,Noun,5934
拦,lán,to block (someone's path),5,Verb,5943
筷子,kuàizi,chopsticks,3,Noun,5948
毛巾,máojīn,towel,4,Noun,5962
种类,zhǒnglèi,"type, variety, class",5,Noun,5966
盒子,hézi,"box, case",4,Noun,5982
报到,bàodào,"to report for duty, to check in",5,Verb,5988
硬件,yìngjiàn,hardware,5,Noun,5991
骨头,gǔtou,bone,5,Noun,5994
冰箱,bīngxiāng,"refrigerator (lit. ""ice box"")",3,Noun,6000
奖金,jiǎngjīn,bonus,4,Noun,6003
房东,fángdōng,landlord,4,Noun,6027
洒,sǎ,to sprinkle,5,Verb,6035
沙滩,shātān,beach,5,Noun,6046
握手,wòshǒu,to shake hands,5,Verb,6063
简历,jiǎnlì,"resume, CV",5,Noun,6069
戒指,jièzhi,(finger) ring,5,Noun,6070
个子,gèzi,"height, stature",3,Noun,6080
看望,kànwàng,"to call on, to visit",5,Verb,6093
假设,jiǎshè,"supposing, assuming",5,Conjunction,6095
耽误,dānwu,to delay,5,Verb,6098
印刷,yìnshuā,to print,5,Verb,6105
不耐烦,bùnàifán,impatient,5,Adjective,6108
抽屉,chōuti,drawer,5,Noun,6119
公元,gōngyuán,CE (Common Era),5,Noun,6124
总共,zǒnggòng,in total,5,Verb,6130
试卷,shìjuàn,examination paper,5,Noun,6170
梨,lí,pear,5,Noun,6172
节约,jiéyuē,to economize; to conserve (resources),4,Verb,6173
繁荣,fánróng,"prosperous, flourishing",5,Adjective,6183
学问,xuéwèn,knowledge,5,Noun,6186
高速公路,gāosù gōnglù,expressway,4,Noun,6189
问候,wènhòu,a greeting,5,Noun,6195
问候,wènhòu,to send one's regards,5,Verb,6195
点心,diǎnxin,dim sum (Cantonese cooking),5,Noun,6201
高档,gāodàng,superior quality,5,Adjective,6211
加班,jiābān,"work overtime, work an extra shift",4,Verb,6225
单元,dānyuán,unit (forming an entity),5,Noun,6236
袜子,wàzi,socks,4,Noun,6248
谨慎,jǐnshèn,cautious,5,Adjective,6251
原料,yuánliào,raw material,5,Noun,6252
疲劳,píláo,weary,5,Adjective,6257
疲劳,píláo,weariness,5,Noun,6257
准时,zhǔnshí,on time; punctual,4,Adjective,6264
打扫,dǎsǎo,to clean,3,Verb,6285
步骤,bùzhòu,"phase, stage",5,Noun,6288
木头,mùtou,wood,5,Noun,6289
提倡,tíchàng,to advocate,5,Verb,6299
重量,zhòngliàng,weight,5,Noun,6303
键盘,jiànpán,keyboard (of a computer),5,Noun,6305
恶劣,èliè,of very poor quality,5,Adjective,6312
痛快,tòngkuài,delighted,5,Adverb,6315
节省,jiéshěng,"to save, to economize, to cut down on",5,Verb,6316
姥姥,lǎolao,maternal grandmother,5,Noun,6318
鼠标,shǔbiāo,mouse (computing),5,Noun,6340
小吃,xiǎochī,snack; refreshments,4,Noun,6342
土豆,tǔdòu,potato,5,Noun,6346
中介,zhōngjiè,agent,5,Noun,6374
菜单,càidān,menu,3,Noun,6377
逃避,táobì,to evade,5,Verb,6378
尽力,jìnlì,to try one's hardest,5,Verb,6382
绳子,shéngzi,"rope, cord",5,Noun,6388
电池,diànchí,battery,5,Noun,6396
危害,wēihài,to harm,5,Verb,6400
岸,àn,"coast, bank (of a river)",5,Noun,6406
饺子,jiǎozi,dumpling,4,Noun,6434
海鲜,hǎixiān,seafood,5,Noun,6438
宠物,chǒngwù,pet,5,Noun,6443
健身,jiànshēn,to work out (at a gym),5,Verb,6448
假装,jiǎzhuāng,to pretend,5,Verb,6479
窗帘,chuānglián,window curtains,5,Noun,6495
朗读,lǎngdú,to read aloud,5,Verb,6498
失眠,shīmián,to suffer from sleep deprivation,5,Verb,6507
航班,hángbān,flight,4,Noun,6511
概括,gàikuò,to summarize,5,Verb,6523
模特,mótè,(fashion) model,5,Noun,6530
证件,zhèngjiàn,official document,5,Noun,6555
纪律,jìlǜ,discipline,5,Noun,6574
说服,shuōfú,to persuade,5,Verb,6592
随手,suíshǒu,"on your way, while you're at it",5,Adverb,6611
集合,jíhé,"to gather, to assemble",5,Verb,6619
报社,bàoshè,newspaper (company),5,Noun,6655
盘子,pánzi,"plate, dish, tray",3,Noun,6657
盼望,pànwàng,to long for,5,Verb,6671
打扰,dǎrǎo,"to disturb, to bother, to trouble",4,Verb,6677
睁,zhēng,to open (one's eyes),5,Verb,6694
延长,yáncháng,"to prolong, to extend",5,Verb,6696
人事,rénshì,human resources,5,Noun,6701
启发,qǐfā,inspiration,5,Noun,6730
启发,qǐfā,to inspire,5,Verb,6730
咳嗽,késou,to cough,4,Verb,6738
付款,fùkuǎn,payment,4,Noun,6742
付款,fùkuǎn,to make a payment; payment,4,Verb,6742
瓶子,píngzi,bottle,3,Noun,6754
时髦,shímáo,fashionable,5,Adjective,6758
地毯,dìtǎn,carpet,5,Noun,6779
近代,jìndài,early modern times (mid-19th century to 1919),5,Adjective,6783
海关,hǎiguān,customs (i.e. at the airport),5,Noun,6787
表扬,biǎoyáng,to praise; to commend,4,Verb,6813
抓紧,zhuājǐn,to grasp,5,Verb,6835
初级,chūjí,elementary-level,5,Adjective,6846
常识,chángshí,"general knowledge, common sense",5,Noun,6868
多余,duōyú,"extra, superfluous",5,Adjective,6879
卡车,kǎchē,truck,5,Noun,6883
忽视,hūshì,"to ignore, to neglect",5,Verb,6885
西瓜,xīguā,watermelon,2,Noun,6896
诊断,zhěnduàn,diagnosis,5,Noun,6899
诊断,zhěnduàn,to diagnose,5,Verb,6899
跑步,pǎobù,"to jog, to go running",2,Verb,6915
祝贺,zhùhè,to congratulate,4,Verb,6935
英俊,yīngjùn,handsome,5,Adjective,6975
字典,zìdiǎn,character dictionary,3,Noun,6976
开水,kāishuǐ,boiled water,5,Noun,6978
葡萄,pútao,grape(s),3,Noun,6990
葡萄,pútao,grape(s),4,Noun,6990
废话,fèihuà,"nonsense, obvious statements",5,Noun,6998
拼音,pīnyīn,pinyin (Chinese romanization),5,Noun,7010
消化,xiāohuà,to digest,5,Verb,7019
信用卡,xìnyòngkǎ,credit card,3,Noun,7023
赞美,zànměi,"to praise, to speak highly of",5,Verb,7028
诚实,chéngshí,honest,4,Adjective,7071
表格,biǎogé,"form, table",4,Noun,7105
自愿,zìyuàn,to act voluntarily,5,Verb,7108
能干,nénggàn,capable,5,Adjective,7164
撕,sī,to tear (paper),5,Verb,7194
发抖,fādǒu,"to tremble, to shiver",5,Verb,7204
郊区,jiāoqū,"suburbs, area on the outskirts of the city",4,Noun,7222
黑板,hēibǎn,blackboard,3,Noun,7232
决赛,juésài,finals (in a competition),5,Noun,7251
讽刺,fěngcì,"to satirize, to mock",5,Verb,7255
出示,chūshì,to display to others,5,Verb,7297
合影,héyǐng,to take a joint photo,5,Verb,7312
自私,zìsī,selfish,5,Adjective,7324
兑换,duìhuàn,to exchange (e.g. money),5,Verb,7376
招待,zhāodài,to receive (guests),5,Verb,7396
缓解,huǎnjiě,"to alleviate, to relieve",5,Verb,7412
幸亏,xìngkuī,fortunately,5,Adverb,7430
称赞,chēngzàn,to praise,5,Verb,7445
辣椒,làjiāo,hot pepper,5,Noun,7454
发烧,fāshāo,to have a fever,3,Verb,7458
再三,zàisān,again and again,5,Adverb,7459
书架,shūjià,bookshelf,5,Noun,7468
胃口,wèikǒu,appetite,5,Noun,7528
面条,miàntiáo,noodles,2,Noun,7530
面条,miàntiáo,noodles,3,Noun,7530
促使,cùshǐ,to induce,5,Verb,7544
打交道,dǎ jiāodào,to come into contact with; to have dealings (with),5,Phrase,7551
轮流,lúnliú,"in turns, by turn",5,Adverb,7602
专心,zhuānxīn,to be absorbed in,5,Verb,7612
醋,cù,vinegar,5,Noun,7617
鼓掌,gǔzhǎng,to applaud,5,Verb,7638
羊肉,yángròu,"mutton, lamb (meat)",2,Noun,7656
长途,chángtú,long distance,5,Adjective,7657
乐器,yuèqì,musical instrument,5,Noun,7669
抽象,chōuxiàng,abstract,5,Adverb,7673
饼干,bǐnggān,"cracker, cookie",4,Noun,7684
辩论,biànlùn,debate,5,Noun,7770
辩论,biànlùn,to debate,5,Verb,7770
流利,liúlì,fluent,4,Adjective,7780
交际,jiāojì,communication,5,Noun,7792
交际,jiāojì,to communicate,5,Verb,7792
按时,ànshí,on time,4,Adverb,7797
上当,shàngdàng,to be taken in (by a scam),5,Verb,7821
灰尘,huīchén,dust,5,Noun,7826
巧妙,qiǎomiào,ingenious,5,Adjective,7905
洗手间,xǐshǒujiān,restroom,3,Noun,7933
兼职,jiānzhí,a part-time job,5,Noun,7994
兼职,jiānzhí,to do a part-time job,5,Verb,7994
修理,xiūlǐ,"to repair, to fix",4,Verb,8032
潮湿,cháoshī,humid,5,Adjective,8125
账户,zhànghù,bank account,5,Noun,8139
米饭,mǐfàn,rice,1,Noun,8151
打折,dǎzhé,to give a discount,4,Verb,8161
匆忙,cōngmáng,"hasty, hurried",5,Adverb,8166
汽油,qìyóu,gasoline,5,Noun,8170
牛仔裤,niúzǎikù,jeans,5,Noun,8177
宁可,nìngkě,would rather,5,Conjunction,8184
成语,chéngyǔ,"Chinese idiom, often made up of 4 characters",5,Noun,8192
结实,jiēshi,sturdy,5,Adjective,8199
起飞,qǐfēi,to take off (in an airplane),3,Verb,8229
及格,jígé,"to pass, to meet a minimum standard",5,Verb,8256
家务,jiāwù,housework,5,Noun,8258
羽毛球,yǔmáoqiú,"badminton, shuttlecock",4,Noun,8278
手套,shǒutào,glove(s),5,Noun,8280
惭愧,cánkuì,ashamed,5,Adjective,8288
勤奋,qínfèn,"diligent, hardworking",5,Adjective,8332
发票,fāpiào,official receipt for purchase,5,Noun,8363
用途,yòngtú,"use, purpose",5,Noun,8394
体贴,tǐtiē,"considerate, caring",5,Adjective,8401
寒假,hánjià,winter vacation,4,Noun,8433
乒乓球,pīngpāngqiú,table tennis,4,Noun,8438
往返,wǎngfǎn,to go back and forth,5,Verb,8445
利息,lìxī,interest (in the financial sense),5,Noun,8446
不要紧,bù yàojǐn,unimportant,5,Phrase,8459
眉毛,méimao,eyebrow,5,Noun,8489
预订,yùdìng,to place an order,5,Verb,8491
姑姑,gūgu,paternal aunt,5,Noun,8504
主观,zhǔguān,subjective,5,Adjective,8511
支票,zhīpiào,(bank) cheque,5,Noun,8532
手工,shǒugōng,handicraft,5,Noun,8546
痒,yǎng,"to itch, to feel a tickle",5,Verb,8551
请假,qǐngjià,to ask for leave,3,Verb,8603
浇,jiāo,to water (plants),5,Verb,8709
粗糙,cūcāo,"rough, coarse",5,Adjective,8717
彩虹,cǎihóng,rainbow,5,Noun,8733
本领,běnlǐng,"learnable skill, ability",5,Noun,8737
光临,guānglín,to be present [honorific],5,Verb,8742
悠久,yōujiǔ,long (of history),5,Adjective,8759
花生,huāshēng,peanut,5,Noun,8770
钢铁,gāngtiě,steel,5,Noun,8773
感想,gǎnxiǎng,impressions,5,Noun,8859
爱护,àihù,to treasure,5,Verb,8871
闪电,shǎndiàn,lightning,5,Noun,8891
害羞,hàixiū,shy,4,Verb,8905
破产,pòchǎn,to go bankrupt,5,Verb,8909
冷淡,lěngdàn,cold,5,Adjective,8951
鼓舞,gǔwǔ,to hearten (e.g. good news),5,Verb,8954
外公,wàigōng,(coll.) mother's father,5,Noun,8966
鲜艳,xiānyàn,brightly-colored,5,Adjective,8979
干燥,gānzào,"dry, arid",5,Adjective,8989
火柴,huǒchái,matches,5,Noun,9012
射击,shèjī,"to shoot, to fire",5,Verb,9023
单调,dāndiào,"monotonous, dull",5,Adjective,9055
怪不得,guàibude,"no wonder; ""so that's why...""",5,Verb,9106
征求,zhēngqiú,"to request (opinions, feedback etc)",5,Verb,9143
诚恳,chéngkěn,sincere,5,Adjective,9178
香蕉,xiāngjiāo,banana,3,Noun,9185
网球,wǎngqiú,tennis,4,Noun,9215
渴,kě,thirsty,3,Adjective,9220
看不起,kànbuqǐ,to look down on,5,Verb,9226
刻苦,kèkǔ,"hardworking, painstaking",5,Adjective,9253
归纳,guīnà,to sum up,5,Verb,9276
消极,xiāojí,negative,5,Adjective,9294
项链,xiàngliàn,necklace,5,Noun,9300
元旦,Yuándàn,New Year's Day,5,Noun,9374
妨碍,fáng'ài,"to obstruct, to impede",5,Verb,9375
操心,cāoxīn,to be worry (about),5,Verb,9395
宴会,yànhuì,banquet,5,Noun,9418
恭喜,gōngxǐ,"congratulations, to congratulate",5,Verb,9448
寿命,shòumìng,"life span, life expectancy",5,Noun,9457
暖和,nuǎnhuo,warm,4,Adjective,9479
吃亏,chīkuī,"to suffer losses, to get a bum deal",5,Verb,9505
调皮,tiáopí,naughty; mischievous; unruly,5,Adjective,9509
钓,diào,to fish (with a a fishing line),5,Verb,9531
谦虚,qiānxū,modest,5,Adjective,9536
应聘,yìngpìn,to apply for a job,4,Verb,9549
风俗,fēngsú,social custom,5,Noun,9593
周到,zhōudào,"considerate, attentive, thorough (in some activity)",5,Adjective,9666
围巾,wéijīn,scarf,5,Noun,9761
推迟,tuīchí,to postpone,4,Verb,9772
不见得,bùjiànde,not necessarily; not likely,5,Adverb,9781
后背,hòubèi,the back,5,Noun,9790
动画片,dònghuàpiàn,animated film,5,Noun,9808
样式,yàngshì,"style, pattern",5,Noun,9817
摩托,mótuō,motorbike,5,Noun,9822
零食,língshí,snack,5,Noun,9824
武术,wǔshù,martial arts,5,Noun,9836
湿润,shīrùn,moist,5,Adjective,9853
光滑,guānghuá,"smooth, shiny",5,Adjective,9880
迟早,chízǎo,sooner or later,5,Adverb,9980
迫切,pòqiè,urgently,5,Adverb,9989
照相机,zhàoxiàngjī,camera,3,Noun,10002
胡说,húshuō,to talk nonsense,5,Verb,10017
大象,dàxiàng,elephant,5,Noun,10077
长辈,zhǎngbèi,older generation,5,Noun,10084
改正,gǎizhèng,"to correct, to put right",5,Verb,10196
爬山,páshān,"to climb a mountain, to go hiking",3,Verb,10216
降落,jiàngluò,"to land, to descend",4,Verb,10258
缩短,suōduǎn,to shorten,5,Verb,10305
均匀,jūnyún,well-distributed,5,Adjective,10312
实话,shíhuà,the truth,5,Noun,10318
传染,chuánrǎn,to infect,5,Verb,10323
不客气,búkèqì,you are welcome,1,Phrase,10340
加油站,jiāyóuzhàn,gas station,4,Noun,10348
堵车,dǔchē,(of traffic) to be congested,4,Verb,10382
吸取,xīqǔ,"to draw (a lesson, insight etc)",5,Verb,10581
责备,zébèi,to blame,5,Verb,10600
塑料袋,sùliàodài,plastic bag,4,Noun,10658
填空,tiánkòng,to fill in the blank,4,Verb,10759
刷牙,shuāyá,to brush one's teeth,3,Verb,10824
矿泉水,kuàngquánshuǐ,mineral spring water,4,Noun,10827
摔倒,shuāidǎo,to slip and fall down; a throw (in wrestling),5,Verb,10868
复印,fùyìn,to photocopy,4,Verb,10937
肥皂,féizào,soap,5,Noun,10964
经商,jīngshāng,"to trade, to engage in commercial activities",5,Verb,10975
用功,yònggōng,"studious, hardworking",5,Adjective,11021
执照,zhízhào,"license (e.g. driver's license), permit",5,Noun,11028
当心,dāngxīn,"to take care, to look out",5,Verb,11102
狡猾,jiǎohuá,"cunning, sly",5,Adjective,11117
果实,guǒshí,fruit (of a plant),5,Noun,11226
蜜蜂,mìfēng,bee,5,Noun,11307
疼爱,téng'ài,to love dearly,5,Verb,11334
池塘,chítáng,"pool, pond",5,Noun,11340
小麦,xiǎomài,wheat,5,Noun,11375
酱油,jiàngyóu,soy sauce,5,Noun,11426
西红柿,xīhóngshì,tomato,4,Noun,11441
测验,cèyàn,test,5,Noun,11613
测验,cèyàn,to test,5,Verb,11613
悲观,bēiguān,pessimistic,5,Adjective,11743
国籍,guójí,nationality,4,Noun,11801
开幕式,kāimùshì,opening ceremony,5,Noun,11808
打针,dǎzhēn,to give or have an injection,4,Verb,11919
熊猫,xíongmāo,panda,3,Noun,11920
橡皮,xiàngpí,"rubber, an eraser",4,Noun,11928
桔子,júzi,"tangerine, Mandarin orange",5,Noun,12013
坦率,tǎnshuài,candid,5,Adjective,12022
发愁,fāchóu,"to fret, to be anxious",5,Verb,12087
迷路,mílù,to get lost,4,Verb,12117
售货员,shòuhuòyuán,salesperson,4,Noun,12132
讨价还价,tǎojià-huánjià,to haggle over a price,5,Verb,12197
日程,rìchéng,schedule,5,Noun,12363
着火,zháohuǒ,to ignite a fire,5,Verb,12371
声调,shēngdiào,tone (of a tonal language),5,Noun,12381
岛屿,dǎoyǔ,island,5,Noun,12637
日历,rìlì,calendar,5,Noun,12645
过期,guòqī,to expire,5,Verb,12691
省略,shěnglüè,to omit,5,Verb,12727
剪刀,jiǎndāo,scissors,5,Noun,12797
果汁,guǒzhī,fruit juice,3,Noun,12809
果汁,guǒzhī,fruit juice,4,Noun,12809
淘气,táoqì,"naughty, mischievous",5,Adjective,12834
过敏,guòmǐn,to be allergic,5,Verb,12991
陆地,lùdì,dry land (as opposed to the sea),5,Noun,13120
大使馆,dàshǐguǎn,embassy,4,Noun,13333
零钱,língqián,(small) change,4,Noun,13359
牙膏,yágāo,toothpaste,4,Noun,13441
太极,tàijí,tai chi,5,Noun,13494
孝顺,xiàoshùn,to show filial obedience (respect to one's parents),5,Verb,13638
理发,lǐfà,to get one's hair cut,4,Verb,13731
救护车,jiùhùchē,ambulance,5,Noun,13742
慌张,huāngzhāng,"confused, flustered",5,Adjective,13813
清淡,qīngdàn,"light (of food, not greasy or strongly seasoned)",5,Adjective,13880
收据,shōujù,receipt,5,Noun,13886
零件,língjiàn,part (of a machine),5,Noun,13905
烤鸭,kǎoyā,roast duck,4,Noun,13992
轻视,qīngshì,"to despise, to look down on",5,Verb,14077
押金,yājīn,"deposit, down payment",5,Noun,14098
国庆节,Guóqìngjié,National Day (October 1st) of the PRC,5,Noun,14128
竹子,zhúzi,bamboo,5,Noun,14156
次要,cìyào,secondary,5,Adjective,14220
转告,zhuǎngào,to deliver a message,5,Verb,14225
中旬,zhōngxún,the middle (10 days) of a month,5,Noun,14273
小气,xiǎoqì,"stingy, petty",5,Adjective,14312
鞭炮,biānpào,firecrackers,5,Noun,14445
香肠,xiāngcháng,sausage,5,Noun,14466
文具,wénjù,stationery,5,Noun,14498
多亏,duōkuī,thanks to...,5,Verb,14570
片面,piànmiàn,one-sided,5,Adjective,14571
空闲,kòngxián,idle,5,Adjective,14633
丝绸,sīchóu,silk,5,Noun,14677
灾害,zāihài,disaster,5,Noun,14691
耳环,ěrhuán,earring,5,Noun,14741
平方,píngfāng,square (as in square meters),5,Noun,14817
时差,shíchā,time difference; jet lag,5,Noun,14873
车库,chēkù,garage,5,Noun,15014
昆虫,kūnchóng,insect,5,Noun,15016
垃圾桶,lājītǒng,trash can,4,Noun,15081
熬夜,áoyè,to be up all night,5,Verb,15150
拐弯,guǎiwān,to go round a curve,5,Noun,15185
拐弯,guǎiwān,to go round a curve,5,Verb,15185
管子,guǎnzi,"pipe, tube",5,Noun,15202
苗条,miáotiáo,slender and shapely,5,Adjective,15276
照常,zhàocháng,as usual,5,Adverb,15409
麦克风,màikèfēng,microphone,5,Noun,15543
夏令营,xiàlìngyíng,summer camp,5,Noun,15716
推辞,tuīcí,"to decline (an appointment, invitation, etc.)",5,Verb,15906
煤炭,méitàn,coal,5,Noun,15909
凉快,liángkuai,cool (temperature),4,Adjective,16162
预报,yùbào,forecast,5,Noun,16277
预报,yùbào,to forecast,5,Verb,16277
爱惜,àixī,to cherish,5,Verb,16394
马虎,mǎhu,careless,4,Adjective,16502
扇子,shànzi,fan,5,Noun,16596
干杯,gānbēi,cheers!,4,Verb,16651
提纲,tígāng,outline,5,Noun,17317
勺子,sháozi,"spoon, ladle",4,Noun,17434
挂号,guàhào,"to register (at a hospital, etc.)",5,Verb,17618
艰巨,jiānjù,arduous,5,Adjective,17623
除夕,Chúxī,Chinese New Year's Eve,5,Noun,18535
象棋,xiàngqí,Chinese chess,5,Noun,18572
虚心,xūxīn,open-minded,5,Adjective,18778
内科,nèikē,internal medicine,5,Noun,18781
油炸,yóuzhá,to deep-fry,5,Verb,18853
预习,yùxí,to prepare for a lesson,4,Verb,18888
好客,hàokè,hospitable,5,Adjective,19178
粘贴,zhāntiē,to paste (text),5,Verb,19514
灰心,huīxīn,"to lose heart, to be discouraged",5,Verb,19751
梳子,shūzi,comb,5,Noun,19927
冰激凌,bīngjīlíng,ice cream,5,Noun,19958
日用品,rìyòngpǐn,articles for daily use,5,Noun,20032
劳驾,láojià,excuse me,5,Verb,20587
躲藏,duǒcáng,to conceal oneself,5,Verb,21051
刮风,guāfēng,the wind blows,3,Verb,21580
着凉,zháoliáng,to get a chill,5,Verb,21812
结账,jiézhàng,"to pay the bill, to settle accounts",5,Verb,21968
振动,zhèndòng,to vibrate,5,Verb,22039
弹钢琴,tán gāngqín,to play the piano,4,Phrase,22354
行李箱,xínglixiāng,"trunk (of a car), baggage compartment",3,Noun,22474
夹子,jiāzi,clip,5,Noun,22533
粗心,cūxīn,"careless, thoughtless",4,Adjective,22659
急诊,jízhěn,emergency ward (of a hospital),5,Noun,24511
纸袋,zhǐdài,paper bag,4,Noun,24996
名胜古迹,míngshèng gǔjì,historical sites and scenic spots,5,Noun,25568
叉子,chāzi,fork,5,Noun,26017
礼拜天,lǐbàitiān,Sunday,4,Noun,27621
退步,tuìbù,to regress,5,Verb,27967
充电器,chōngdiànqì,electric charger,5,Noun,28399
胶水,jiāoshuǐ,glue,5,Noun,28453
标点,biāodiǎn,punctuation,5,Noun,28583
打喷嚏,dǎ pēntì,to sneeze,5,Phrase,28648
尺子,chǐzi,ruler (for measuring),5,Noun,29885
胆小鬼,dǎnxiǎoguǐ,coward,5,Noun,31091
空儿,kòngr,free time,4,Noun,38272
亲爱,qīn'ài,dear,5,Adjective,40551
占线,zhànxiàn,to be busy (telephone line),4,Verb,40771
登机牌,dēngjīpái,boarding pass,4,Noun,42515
著名,zhùmíng,famous,4,Adjective,999999
一点儿,yīdiǎnr,a little,1,Measure Word,999999
一下,yīxià,"[after a verb] quickly, briefly, casually",2,Measure Word,999999
公共汽车,gōnggòng qìchē,public (city) bus,2,Noun,999999
电子邮件,diànzǐ yóujiàn,"email (lit. ""electronic mail"")",3,Noun,999999
打篮球,dǎ lánqiú,to play basketball,2,Phrase,999999
踢足球,tī zúqiú,to play soccer,2,Phrase,999999
百分之,bǎifēnzhī,percent,4,Phrase,999999
放暑假,fàng shǔjià,to be on summer vacation,4,Phrase,999999
系领带,jì lǐngdài,to tie a necktie,5,Phrase,999999
干活儿,gànhuór,to do manual labor,5,Verb,999999
使劲儿,shǐjìnr,to use all one's strength,5,Verb,999999
